Epoch:[1/10], step:[5/876], time: [0.9086], loss_g:[6.9314], classifier_loss:[0.6931], accuracy:[0.4688] 
Epoch:[1/10], step:[10/876], time: [0.7406], loss_g:[6.8687], classifier_loss:[0.6869], accuracy:[0.5437] 
Epoch:[1/10], step:[15/876], time: [0.6539], loss_g:[5.7732], classifier_loss:[0.5773], accuracy:[0.5312] 
Epoch:[1/10], step:[20/876], time: [0.6557], loss_g:[5.7378], classifier_loss:[0.5738], accuracy:[0.6813] 
Epoch:[1/10], step:[25/876], time: [0.6682], loss_g:[4.5760], classifier_loss:[0.4576], accuracy:[0.8281] 
Epoch:[1/10], step:[30/876], time: [0.7308], loss_g:[3.6344], classifier_loss:[0.3634], accuracy:[0.8438] 
Epoch:[1/10], step:[35/876], time: [0.6967], loss_g:[4.1417], classifier_loss:[0.4142], accuracy:[0.8656] 
Epoch:[1/10], step:[40/876], time: [0.7164], loss_g:[3.3948], classifier_loss:[0.3395], accuracy:[0.8500] 
Epoch:[1/10], step:[45/876], time: [0.7444], loss_g:[3.3520], classifier_loss:[0.3352], accuracy:[0.8812] 
Epoch:[1/10], step:[50/876], time: [0.7108], loss_g:[3.8176], classifier_loss:[0.3818], accuracy:[0.8344] 
Epoch:[1/10], step:[55/876], time: [0.7821], loss_g:[3.4538], classifier_loss:[0.3454], accuracy:[0.8594] 
Epoch:[1/10], step:[60/876], time: [0.6997], loss_g:[3.4091], classifier_loss:[0.3409], accuracy:[0.8469] 
Epoch:[1/10], step:[65/876], time: [0.6424], loss_g:[3.4978], classifier_loss:[0.3498], accuracy:[0.8625] 
Epoch:[1/10], step:[70/876], time: [0.6388], loss_g:[4.1348], classifier_loss:[0.4135], accuracy:[0.8406] 
Epoch:[1/10], step:[75/876], time: [0.6374], loss_g:[3.6725], classifier_loss:[0.3672], accuracy:[0.8094] 
Epoch:[1/10], step:[80/876], time: [0.6504], loss_g:[3.5267], classifier_loss:[0.3527], accuracy:[0.8469] 
Epoch:[1/10], step:[85/876], time: [0.6339], loss_g:[3.2842], classifier_loss:[0.3284], accuracy:[0.8406] 
Epoch:[1/10], step:[90/876], time: [0.6706], loss_g:[2.9882], classifier_loss:[0.2988], accuracy:[0.8656] 
Epoch:[1/10], step:[95/876], time: [0.6989], loss_g:[3.4534], classifier_loss:[0.3453], accuracy:[0.8469] 
Epoch:[1/10], step:[100/876], time: [0.7210], loss_g:[3.3123], classifier_loss:[0.3312], accuracy:[0.8938] 
Epoch:[1/10], step:[105/876], time: [0.7193], loss_g:[3.4061], classifier_loss:[0.3406], accuracy:[0.8875] 
Epoch:[1/10], step:[110/876], time: [0.6676], loss_g:[3.1828], classifier_loss:[0.3183], accuracy:[0.8656] 
Epoch:[1/10], step:[115/876], time: [0.6431], loss_g:[2.7065], classifier_loss:[0.2706], accuracy:[0.8781] 
Epoch:[1/10], step:[120/876], time: [0.6476], loss_g:[3.8110], classifier_loss:[0.3811], accuracy:[0.8313] 
Epoch:[1/10], step:[125/876], time: [0.6457], loss_g:[3.3493], classifier_loss:[0.3349], accuracy:[0.8812] 
Epoch:[1/10], step:[130/876], time: [0.6411], loss_g:[3.5580], classifier_loss:[0.3558], accuracy:[0.8344] 
Epoch:[1/10], step:[135/876], time: [0.6451], loss_g:[3.2114], classifier_loss:[0.3211], accuracy:[0.8344] 
Epoch:[1/10], step:[140/876], time: [0.6476], loss_g:[3.3550], classifier_loss:[0.3355], accuracy:[0.8531] 
Epoch:[1/10], step:[145/876], time: [0.7309], loss_g:[3.0129], classifier_loss:[0.3013], accuracy:[0.8656] 
